"id","true","output"
"692","7:Prognosi","9:Risk-Fac"
"693","5:Molecula","3:DNA"
"694","3:DNA","5:Molecula"
"695","5:Molecula","5:Molecula"
"696","8:Receptor","8:Receptor"
"697","8:Receptor","8:Receptor"
"698","7:Prognosi","9:Risk-Fac"
"699","5:Molecula","5:Molecula"
"700","3:DNA","3:DNA"
"701","10:Tomogra","10:Tomogra"
"702","2:Carcinom","2:Carcinom"
"703","3:DNA","5:Molecula"
"704","5:Molecula","5:Molecula"
"705","10:Tomogra","10:Tomogra"
"706","4:In-Vitro","4:In-Vitro"
"707","8:Receptor","1:Antibodi"
"708","7:Prognosi","7:Prognosi"
"709","5:Molecula","5:Molecula"
"710","8:Receptor","8:Receptor"
"711","8:Receptor","4:In-Vitro"
"712","7:Prognosi","10:Tomogra"
"713","9:Risk-Fac","9:Risk-Fac"
"714","8:Receptor","5:Molecula"
"715","5:Molecula","1:Antibodi"
"716","7:Prognosi","10:Tomogra"
"717","8:Receptor","4:In-Vitro"
"718","10:Tomogra","10:Tomogra"
"719","8:Receptor","8:Receptor"
"720","8:Receptor","8:Receptor"
"721","7:Prognosi","10:Tomogra"
"722","2:Carcinom","7:Prognosi"
"723","7:Prognosi","7:Prognosi"
"724","2:Carcinom","2:Carcinom"
"725","10:Tomogra","10:Tomogra"
"726","9:Risk-Fac","9:Risk-Fac"
"727","5:Molecula","5:Molecula"
"728","5:Molecula","4:In-Vitro"
"729","1:Antibodi","1:Antibodi"
"730","1:Antibodi","3:DNA"
"731","6:Pregnanc","8:Receptor"
"732","6:Pregnanc","6:Pregnanc"
"733","5:Molecula","3:DNA"
"734","9:Risk-Fac","7:Prognosi"
"735","1:Antibodi","1:Antibodi"
"736","6:Pregnanc","4:In-Vitro"
"737","5:Molecula","8:Receptor"
"738","2:Carcinom","10:Tomogra"
"739","6:Pregnanc","6:Pregnanc"
"740","10:Tomogra","10:Tomogra"
"741","10:Tomogra","10:Tomogra"
"742","1:Antibodi","5:Molecula"
"743","6:Pregnanc","6:Pregnanc"
"744","10:Tomogra","10:Tomogra"
"745","4:In-Vitro","8:Receptor"
"746","1:Antibodi","10:Tomogra"
"747","7:Prognosi","8:Receptor"
"748","5:Molecula","5:Molecula"
"749","10:Tomogra","10:Tomogra"
"750","1:Antibodi","4:In-Vitro"
"751","7:Prognosi","9:Risk-Fac"
"752","1:Antibodi","3:DNA"
"753","7:Prognosi","7:Prognosi"
"754","6:Pregnanc","6:Pregnanc"
"755","4:In-Vitro","4:In-Vitro"
"756","9:Risk-Fac","7:Prognosi"
"757","7:Prognosi","2:Carcinom"
"758","9:Risk-Fac","9:Risk-Fac"
"759","2:Carcinom","1:Antibodi"
"760","8:Receptor","8:Receptor"
"761","8:Receptor","8:Receptor"
"762","8:Receptor","8:Receptor"
"763","6:Pregnanc","6:Pregnanc"
"764","8:Receptor","4:In-Vitro"
"765","1:Antibodi","1:Antibodi"
"766","4:In-Vitro","8:Receptor"
"767","9:Risk-Fac","7:Prognosi"
"768","2:Carcinom","10:Tomogra"
"769","7:Prognosi","9:Risk-Fac"
"770","9:Risk-Fac","9:Risk-Fac"
"771","5:Molecula","3:DNA"
"772","10:Tomogra","7:Prognosi"
"773","10:Tomogra","10:Tomogra"
"774","10:Tomogra","10:Tomogra"
"775","7:Prognosi","1:Antibodi"
"776","9:Risk-Fac","9:Risk-Fac"
"777","6:Pregnanc","8:Receptor"
"778","7:Prognosi","7:Prognosi"
"779","6:Pregnanc","7:Prognosi"
"780","10:Tomogra","10:Tomogra"
"781","10:Tomogra","10:Tomogra"
"782","9:Risk-Fac","9:Risk-Fac"
"783","7:Prognosi","7:Prognosi"
"784","5:Molecula","5:Molecula"
"785","7:Prognosi","7:Prognosi"
"786","10:Tomogra","10:Tomogra"
"787","6:Pregnanc","1:Antibodi"
"788","8:Receptor","4:In-Vitro"
"789","9:Risk-Fac","9:Risk-Fac"
"790","8:Receptor","4:In-Vitro"
"791","8:Receptor","8:Receptor"
"792","3:DNA","8:Receptor"
"793","9:Risk-Fac","6:Pregnanc"
"794","6:Pregnanc","2:Carcinom"
"795","5:Molecula","5:Molecula"
"796","9:Risk-Fac","9:Risk-Fac"
"797","5:Molecula","5:Molecula"
"798","9:Risk-Fac","6:Pregnanc"
"799","1:Antibodi","1:Antibodi"
"800","2:Carcinom","2:Carcinom"
"801","3:DNA","3:DNA"
"802","3:DNA","9:Risk-Fac"
"803","4:In-Vitro","4:In-Vitro"
"804","9:Risk-Fac","6:Pregnanc"
"805","3:DNA","5:Molecula"
"806","4:In-Vitro","4:In-Vitro"
"807","7:Prognosi","7:Prognosi"
"808","6:Pregnanc","4:In-Vitro"
"809","8:Receptor","8:Receptor"
"810","3:DNA","3:DNA"
"811","10:Tomogra","10:Tomogra"
"812","8:Receptor","3:DNA"
"813","9:Risk-Fac","8:Receptor"
"814","5:Molecula","5:Molecula"
"815","9:Risk-Fac","9:Risk-Fac"
"816","5:Molecula","5:Molecula"
"817","5:Molecula","5:Molecula"
"818","5:Molecula","5:Molecula"
"819","4:In-Vitro","4:In-Vitro"
"820","6:Pregnanc","9:Risk-Fac"
"821","4:In-Vitro","8:Receptor"
"822","10:Tomogra","10:Tomogra"
"823","8:Receptor","2:Carcinom"
"824","9:Risk-Fac","4:In-Vitro"
"825","9:Risk-Fac","7:Prognosi"
"826","6:Pregnanc","6:Pregnanc"
"827","9:Risk-Fac","9:Risk-Fac"
"828","10:Tomogra","7:Prognosi"
"829","3:DNA","3:DNA"
"830","2:Carcinom","2:Carcinom"
"831","9:Risk-Fac","9:Risk-Fac"
"832","9:Risk-Fac","7:Prognosi"
"833","4:In-Vitro","4:In-Vitro"
"834","1:Antibodi","1:Antibodi"
"835","3:DNA","3:DNA"
"836","8:Receptor","1:Antibodi"
"837","6:Pregnanc","8:Receptor"
"838","10:Tomogra","10:Tomogra"
"839","4:In-Vitro","4:In-Vitro"
"840","4:In-Vitro","6:Pregnanc"
"841","7:Prognosi","1:Antibodi"
"842","1:Antibodi","1:Antibodi"
"843","7:Prognosi","7:Prognosi"
"844","10:Tomogra","10:Tomogra"
"845","4:In-Vitro","3:DNA"
"846","10:Tomogra","9:Risk-Fac"
"847","6:Pregnanc","7:Prognosi"
"848","1:Antibodi","1:Antibodi"
"849","3:DNA","1:Antibodi"
"850","7:Prognosi","9:Risk-Fac"
"851","10:Tomogra","10:Tomogra"
"852","8:Receptor","5:Molecula"
"853","1:Antibodi","4:In-Vitro"
"854","10:Tomogra","2:Carcinom"
"855","6:Pregnanc","9:Risk-Fac"
"856","2:Carcinom","2:Carcinom"
"857","7:Prognosi","6:Pregnanc"
"858","6:Pregnanc","6:Pregnanc"
"859","4:In-Vitro","4:In-Vitro"
"860","7:Prognosi","9:Risk-Fac"
"861","4:In-Vitro","4:In-Vitro"
"862","8:Receptor","8:Receptor"
"863","8:Receptor","8:Receptor"
"864","6:Pregnanc","6:Pregnanc"
"865","9:Risk-Fac","9:Risk-Fac"
"866","8:Receptor","8:Receptor"
"867","6:Pregnanc","6:Pregnanc"
"868","4:In-Vitro","5:Molecula"
"869","6:Pregnanc","6:Pregnanc"
"870","9:Risk-Fac","1:Antibodi"
"871","6:Pregnanc","6:Pregnanc"
"872","4:In-Vitro","4:In-Vitro"
"873","6:Pregnanc","6:Pregnanc"
"874","10:Tomogra","10:Tomogra"
"875","8:Receptor","8:Receptor"
"876","7:Prognosi","10:Tomogra"
"877","4:In-Vitro","4:In-Vitro"
"878","3:DNA","7:Prognosi"
"879","1:Antibodi","8:Receptor"
"880","8:Receptor","4:In-Vitro"
"881","2:Carcinom","2:Carcinom"
"882","9:Risk-Fac","2:Carcinom"
"883","7:Prognosi","3:DNA"
"884","4:In-Vitro","4:In-Vitro"
"885","9:Risk-Fac","9:Risk-Fac"
"886","1:Antibodi","5:Molecula"
"887","9:Risk-Fac","9:Risk-Fac"
"888","4:In-Vitro","3:DNA"
"889","9:Risk-Fac","9:Risk-Fac"
"890","7:Prognosi","7:Prognosi"
"891","6:Pregnanc","6:Pregnanc"
"892","4:In-Vitro","1:Antibodi"
"893","5:Molecula","8:Receptor"
"894","4:In-Vitro","8:Receptor"
"895","6:Pregnanc","6:Pregnanc"
"896","3:DNA","6:Pregnanc"
"897","9:Risk-Fac","9:Risk-Fac"
"898","2:Carcinom","9:Risk-Fac"
"899","4:In-Vitro","4:In-Vitro"
"900","6:Pregnanc","6:Pregnanc"
"901","6:Pregnanc","7:Prognosi"
"902","9:Risk-Fac","9:Risk-Fac"
"903","6:Pregnanc","6:Pregnanc"
"904","7:Prognosi","9:Risk-Fac"
"905","1:Antibodi","1:Antibodi"
"906","4:In-Vitro","1:Antibodi"
"907","10:Tomogra","10:Tomogra"
"908","1:Antibodi","4:In-Vitro"
"909","5:Molecula","5:Molecula"
"910","7:Prognosi","9:Risk-Fac"
"911","6:Pregnanc","9:Risk-Fac"
"912","9:Risk-Fac","1:Antibodi"
"913","10:Tomogra","10:Tomogra"
"914","1:Antibodi","10:Tomogra"
"915","3:DNA","5:Molecula"
"916","10:Tomogra","10:Tomogra"
"917","3:DNA","3:DNA"
"918","4:In-Vitro","4:In-Vitro"
"919","9:Risk-Fac","1:Antibodi"
"920","7:Prognosi","3:DNA"
"921","9:Risk-Fac","9:Risk-Fac"
"922","7:Prognosi","6:Pregnanc"
"923","10:Tomogra","9:Risk-Fac"
"924","9:Risk-Fac","9:Risk-Fac"
"925","8:Receptor","8:Receptor"
"926","3:DNA","3:DNA"
"927","5:Molecula","5:Molecula"
"928","3:DNA","3:DNA"
"929","3:DNA","8:Receptor"
"930","8:Receptor","8:Receptor"
"931","5:Molecula","5:Molecula"
"932","3:DNA","7:Prognosi"
"933","8:Receptor","4:In-Vitro"
"934","5:Molecula","3:DNA"
"935","6:Pregnanc","6:Pregnanc"
"936","10:Tomogra","10:Tomogra"
"937","10:Tomogra","10:Tomogra"
"938","4:In-Vitro","4:In-Vitro"
"939","5:Molecula","8:Receptor"
"940","5:Molecula","3:DNA"
"941","2:Carcinom","7:Prognosi"
"942","8:Receptor","8:Receptor"
"943","5:Molecula","5:Molecula"
"944","4:In-Vitro","8:Receptor"
"945","3:DNA","1:Antibodi"
"946","9:Risk-Fac","7:Prognosi"
"947","4:In-Vitro","6:Pregnanc"
"948","8:Receptor","8:Receptor"
"949","2:Carcinom","2:Carcinom"
"950","9:Risk-Fac","9:Risk-Fac"
"951","10:Tomogra","10:Tomogra"
"952","5:Molecula","5:Molecula"
"953","3:DNA","3:DNA"
"954","5:Molecula","3:DNA"
"955","9:Risk-Fac","9:Risk-Fac"
"956","9:Risk-Fac","9:Risk-Fac"
"957","8:Receptor","3:DNA"
"958","6:Pregnanc","6:Pregnanc"
"959","9:Risk-Fac","7:Prognosi"
"960","9:Risk-Fac","9:Risk-Fac"
"961","5:Molecula","5:Molecula"
"962","9:Risk-Fac","9:Risk-Fac"
"963","10:Tomogra","10:Tomogra"
"964","6:Pregnanc","5:Molecula"
"965","3:DNA","3:DNA"
"966","9:Risk-Fac","2:Carcinom"
"967","2:Carcinom","2:Carcinom"
"968","8:Receptor","8:Receptor"
"969","4:In-Vitro","8:Receptor"
"970","8:Receptor","8:Receptor"
"971","5:Molecula","3:DNA"
"972","5:Molecula","5:Molecula"
"973","9:Risk-Fac","9:Risk-Fac"
"974","9:Risk-Fac","7:Prognosi"
"975","5:Molecula","5:Molecula"
"976","2:Carcinom","2:Carcinom"
"977","8:Receptor","4:In-Vitro"
"978","10:Tomogra","9:Risk-Fac"
"979","5:Molecula","5:Molecula"
"980","10:Tomogra","7:Prognosi"
"981","2:Carcinom","7:Prognosi"
"982","7:Prognosi","9:Risk-Fac"
"983","8:Receptor","8:Receptor"
"984","8:Receptor","8:Receptor"
"985","9:Risk-Fac","7:Prognosi"
"986","2:Carcinom","3:DNA"
"987","5:Molecula","5:Molecula"
"988","5:Molecula","5:Molecula"
"989","7:Prognosi","2:Carcinom"
"990","9:Risk-Fac","9:Risk-Fac"
"991","1:Antibodi","1:Antibodi"
"992","6:Pregnanc","6:Pregnanc"
"993","8:Receptor","8:Receptor"
"994","8:Receptor","8:Receptor"
"995","9:Risk-Fac","9:Risk-Fac"
"996","5:Molecula","5:Molecula"
"997","3:DNA","3:DNA"
"998","8:Receptor","8:Receptor"
"999","5:Molecula","5:Molecula"
"1000","10:Tomogra","10:Tomogra"
"1001","8:Receptor","8:Receptor"
"1002","9:Risk-Fac","7:Prognosi"
"1003","9:Risk-Fac","10:Tomogra"
"1004","6:Pregnanc","6:Pregnanc"
"1005","8:Receptor","4:In-Vitro"
"1006","6:Pregnanc","6:Pregnanc"
"1007","3:DNA","1:Antibodi"
"1008","1:Antibodi","8:Receptor"
"1009","9:Risk-Fac","1:Antibodi"
"1010","10:Tomogra","9:Risk-Fac"
"1011","10:Tomogra","10:Tomogra"
"1012","1:Antibodi","1:Antibodi"
"1013","8:Receptor","1:Antibodi"
"1014","8:Receptor","4:In-Vitro"
"1015","1:Antibodi","1:Antibodi"
"1016","2:Carcinom","2:Carcinom"
"1017","10:Tomogra","10:Tomogra"
"1018","7:Prognosi","7:Prognosi"
"1019","10:Tomogra","10:Tomogra"
"1020","9:Risk-Fac","9:Risk-Fac"
"1021","1:Antibodi","3:DNA"
"1022","9:Risk-Fac","9:Risk-Fac"
"1023","5:Molecula","3:DNA"
"1024","10:Tomogra","10:Tomogra"
"1025","6:Pregnanc","2:Carcinom"
"1026","8:Receptor","8:Receptor"
"1027","4:In-Vitro","9:Risk-Fac"
"1028","6:Pregnanc","8:Receptor"
"1029","9:Risk-Fac","7:Prognosi"
"1030","9:Risk-Fac","9:Risk-Fac"
"1031","5:Molecula","5:Molecula"
"1032","2:Carcinom","10:Tomogra"
"1033","10:Tomogra","10:Tomogra"
"1034","5:Molecula","3:DNA"
"1035","4:In-Vitro","4:In-Vitro"
"1036","2:Carcinom","10:Tomogra"
"1037","10:Tomogra","10:Tomogra"
"1038","9:Risk-Fac","9:Risk-Fac"
"1039","2:Carcinom","2:Carcinom"
"1040","6:Pregnanc","6:Pregnanc"
"1041","6:Pregnanc","6:Pregnanc"
"1042","1:Antibodi","8:Receptor"
"1043","6:Pregnanc","2:Carcinom"
"1044","8:Receptor","8:Receptor"
"1045","5:Molecula","5:Molecula"
"1046","5:Molecula","5:Molecula"
"1047","9:Risk-Fac","9:Risk-Fac"
"1048","6:Pregnanc","6:Pregnanc"
"1049","9:Risk-Fac","9:Risk-Fac"
"1050","3:DNA","5:Molecula"
"1051","4:In-Vitro","4:In-Vitro"
"1052","7:Prognosi","7:Prognosi"
"1053","6:Pregnanc","10:Tomogra"
"1054","8:Receptor","8:Receptor"
"1055","6:Pregnanc","6:Pregnanc"
"1056","4:In-Vitro","4:In-Vitro"
"1057","8:Receptor","8:Receptor"
"1058","1:Antibodi","1:Antibodi"
"1059","9:Risk-Fac","9:Risk-Fac"
"1060","1:Antibodi","1:Antibodi"
"1061","1:Antibodi","1:Antibodi"
"1062","10:Tomogra","7:Prognosi"
"1063","5:Molecula","5:Molecula"
"1064","6:Pregnanc","6:Pregnanc"
"1065","5:Molecula","5:Molecula"
"1066","6:Pregnanc","6:Pregnanc"
"1067","9:Risk-Fac","10:Tomogra"
"1068","7:Prognosi","9:Risk-Fac"
"1069","9:Risk-Fac","9:Risk-Fac"
"1070","1:Antibodi","1:Antibodi"
"1071","7:Prognosi","7:Prognosi"
"1072","6:Pregnanc","4:In-Vitro"
"1073","9:Risk-Fac","9:Risk-Fac"
"1074","6:Pregnanc","8:Receptor"
"1075","5:Molecula","5:Molecula"
"1076","1:Antibodi","5:Molecula"
"1077","10:Tomogra","2:Carcinom"
"1078","6:Pregnanc","9:Risk-Fac"
"1079","10:Tomogra","7:Prognosi"
"1080","1:Antibodi","1:Antibodi"
"1081","1:Antibodi","1:Antibodi"
"1082","3:DNA","8:Receptor"
"1083","8:Receptor","10:Tomogra"
"1084","1:Antibodi","1:Antibodi"
"1085","3:DNA","3:DNA"
"1086","7:Prognosi","2:Carcinom"
"1087","8:Receptor","8:Receptor"
"1088","8:Receptor","8:Receptor"
"1089","2:Carcinom","2:Carcinom"
"1090","5:Molecula","5:Molecula"
"1091","8:Receptor","8:Receptor"
"1092","5:Molecula","5:Molecula"
"1093","8:Receptor","8:Receptor"
"1094","9:Risk-Fac","9:Risk-Fac"
"1095","8:Receptor","8:Receptor"
"1096","7:Prognosi","2:Carcinom"
"1097","10:Tomogra","10:Tomogra"
"1098","5:Molecula","5:Molecula"
"1099","1:Antibodi","8:Receptor"
"1100","7:Prognosi","7:Prognosi"
"1101","6:Pregnanc","6:Pregnanc"
"1102","8:Receptor","4:In-Vitro"
"1103","5:Molecula","5:Molecula"
"1104","10:Tomogra","10:Tomogra"
"1105","9:Risk-Fac","9:Risk-Fac"
"1106","2:Carcinom","2:Carcinom"
"1107","8:Receptor","8:Receptor"
"1108","7:Prognosi","9:Risk-Fac"
"1109","3:DNA","3:DNA"
"1110","1:Antibodi","1:Antibodi"
"1111","2:Carcinom","10:Tomogra"
"1112","8:Receptor","8:Receptor"
"1113","4:In-Vitro","4:In-Vitro"
"1114","1:Antibodi","1:Antibodi"
"1115","7:Prognosi","7:Prognosi"
"1116","1:Antibodi","8:Receptor"
"1117","8:Receptor","8:Receptor"
"1118","9:Risk-Fac","9:Risk-Fac"
"1119","3:DNA","1:Antibodi"
"1120","2:Carcinom","2:Carcinom"
"1121","5:Molecula","5:Molecula"
"1122","1:Antibodi","1:Antibodi"
"1123","3:DNA","5:Molecula"
"1124","3:DNA","3:DNA"
"1125","6:Pregnanc","7:Prognosi"
"1126","1:Antibodi","1:Antibodi"
"1127","2:Carcinom","7:Prognosi"
"1128","3:DNA","1:Antibodi"
"1129","6:Pregnanc","6:Pregnanc"
"1130","8:Receptor","3:DNA"
"1131","8:Receptor","8:Receptor"
"1132","3:DNA","5:Molecula"
"1133","5:Molecula","8:Receptor"
"1134","2:Carcinom","2:Carcinom"
"1135","6:Pregnanc","6:Pregnanc"
"1136","5:Molecula","5:Molecula"
"1137","7:Prognosi","7:Prognosi"
"1138","9:Risk-Fac","9:Risk-Fac"
"1139","10:Tomogra","10:Tomogra"
"1140","6:Pregnanc","6:Pregnanc"
"1141","1:Antibodi","1:Antibodi"
"1142","9:Risk-Fac","6:Pregnanc"
"1143","8:Receptor","8:Receptor"
"1144","6:Pregnanc","3:DNA"
"1145","7:Prognosi","7:Prognosi"
"1146","4:In-Vitro","4:In-Vitro"
"1147","4:In-Vitro","4:In-Vitro"
"1148","5:Molecula","5:Molecula"
"1149","10:Tomogra","10:Tomogra"
"1150","6:Pregnanc","6:Pregnanc"
"1151","3:DNA","3:DNA"
"1152","10:Tomogra","10:Tomogra"
"1153","4:In-Vitro","4:In-Vitro"
"1154","8:Receptor","8:Receptor"
"1155","1:Antibodi","1:Antibodi"
"1156","6:Pregnanc","9:Risk-Fac"
"1157","9:Risk-Fac","9:Risk-Fac"
"1158","7:Prognosi","7:Prognosi"
"1159","4:In-Vitro","1:Antibodi"
"1160","4:In-Vitro","4:In-Vitro"
"1161","1:Antibodi","1:Antibodi"
"1162","1:Antibodi","2:Carcinom"
"1163","5:Molecula","5:Molecula"
"1164","2:Carcinom","10:Tomogra"
"1165","8:Receptor","8:Receptor"
"1166","8:Receptor","8:Receptor"
"1167","3:DNA","3:DNA"
"1168","9:Risk-Fac","10:Tomogra"
"1169","1:Antibodi","7:Prognosi"
"1170","3:DNA","5:Molecula"
"1171","10:Tomogra","10:Tomogra"
"1172","6:Pregnanc","8:Receptor"
"1173","2:Carcinom","7:Prognosi"
"1174","2:Carcinom","1:Antibodi"
"1175","9:Risk-Fac","9:Risk-Fac"
"1176","7:Prognosi","7:Prognosi"
"1177","3:DNA","6:Pregnanc"
"1178","2:Carcinom","2:Carcinom"
"1179","10:Tomogra","10:Tomogra"
"1180","8:Receptor","5:Molecula"
"1181","10:Tomogra","10:Tomogra"
"1182","2:Carcinom","10:Tomogra"
"1183","7:Prognosi","9:Risk-Fac"
"1184","10:Tomogra","9:Risk-Fac"
"1185","7:Prognosi","10:Tomogra"
"1186","10:Tomogra","10:Tomogra"
"1187","6:Pregnanc","6:Pregnanc"
"1188","9:Risk-Fac","9:Risk-Fac"
"1189","8:Receptor","1:Antibodi"
"1190","1:Antibodi","1:Antibodi"
"1191","9:Risk-Fac","9:Risk-Fac"
"1192","2:Carcinom","9:Risk-Fac"
"1193","6:Pregnanc","6:Pregnanc"
"1194","3:DNA","5:Molecula"
"1195","8:Receptor","8:Receptor"
"1196","4:In-Vitro","4:In-Vitro"
"1197","5:Molecula","3:DNA"
"1198","8:Receptor","8:Receptor"
"1199","1:Antibodi","3:DNA"
"1200","8:Receptor","4:In-Vitro"
"1201","8:Receptor","8:Receptor"
"1202","6:Pregnanc","6:Pregnanc"
"1203","10:Tomogra","10:Tomogra"
"1204","1:Antibodi","1:Antibodi"
"1205","5:Molecula","5:Molecula"
"1206","4:In-Vitro","4:In-Vitro"
"1207","10:Tomogra","10:Tomogra"
"1208","2:Carcinom","7:Prognosi"
"1209","5:Molecula","8:Receptor"
"1210","7:Prognosi","7:Prognosi"
"1211","2:Carcinom","10:Tomogra"
"1212","9:Risk-Fac","9:Risk-Fac"
"1213","1:Antibodi","4:In-Vitro"
"1214","3:DNA","1:Antibodi"
"1215","10:Tomogra","4:In-Vitro"
"1216","9:Risk-Fac","7:Prognosi"
"1217","2:Carcinom","2:Carcinom"
"1218","6:Pregnanc","6:Pregnanc"
"1219","8:Receptor","9:Risk-Fac"
"1220","9:Risk-Fac","7:Prognosi"
"1221","10:Tomogra","10:Tomogra"
"1222","2:Carcinom","2:Carcinom"
"1223","8:Receptor","1:Antibodi"
"1224","9:Risk-Fac","9:Risk-Fac"
"1225","6:Pregnanc","1:Antibodi"
"1226","7:Prognosi","7:Prognosi"
"1227","2:Carcinom","10:Tomogra"
"1228","4:In-Vitro","4:In-Vitro"
"1229","6:Pregnanc","6:Pregnanc"
"1230","8:Receptor","8:Receptor"
"1231","5:Molecula","5:Molecula"
"1232","6:Pregnanc","10:Tomogra"
"1233","8:Receptor","8:Receptor"
"1234","6:Pregnanc","6:Pregnanc"
"1235","4:In-Vitro","8:Receptor"
"1236","10:Tomogra","10:Tomogra"
"1237","9:Risk-Fac","9:Risk-Fac"
"1238","1:Antibodi","1:Antibodi"
"1239","10:Tomogra","10:Tomogra"
"1240","8:Receptor","8:Receptor"
"1241","4:In-Vitro","1:Antibodi"
"1242","8:Receptor","8:Receptor"
"1243","7:Prognosi","9:Risk-Fac"
"1244","5:Molecula","5:Molecula"
"1245","5:Molecula","5:Molecula"
"1246","9:Risk-Fac","9:Risk-Fac"
"1247","9:Risk-Fac","1:Antibodi"
"1248","6:Pregnanc","6:Pregnanc"
"1249","6:Pregnanc","6:Pregnanc"
"1250","4:In-Vitro","4:In-Vitro"
"1251","1:Antibodi","1:Antibodi"
"1252","7:Prognosi","8:Receptor"
"1253","1:Antibodi","1:Antibodi"
"1254","8:Receptor","8:Receptor"
"1255","5:Molecula","3:DNA"
"1256","6:Pregnanc","6:Pregnanc"
"1257","1:Antibodi","1:Antibodi"
"1258","5:Molecula","5:Molecula"
"1259","9:Risk-Fac","2:Carcinom"
"1260","6:Pregnanc","9:Risk-Fac"
"1261","10:Tomogra","9:Risk-Fac"
"1262","6:Pregnanc","6:Pregnanc"
"1263","9:Risk-Fac","9:Risk-Fac"
"1264","9:Risk-Fac","1:Antibodi"
"1265","2:Carcinom","2:Carcinom"
"1266","8:Receptor","8:Receptor"
"1267","5:Molecula","5:Molecula"
"1268","1:Antibodi","3:DNA"
"1269","4:In-Vitro","4:In-Vitro"
"1270","1:Antibodi","1:Antibodi"
"1271","7:Prognosi","10:Tomogra"
"1272","6:Pregnanc","6:Pregnanc"
"1273","7:Prognosi","7:Prognosi"
"1274","10:Tomogra","10:Tomogra"
"1275","10:Tomogra","10:Tomogra"
"1276","4:In-Vitro","4:In-Vitro"
"1277","2:Carcinom","2:Carcinom"
"1278","8:Receptor","8:Receptor"
"1279","10:Tomogra","7:Prognosi"
"1280","4:In-Vitro","4:In-Vitro"
"1281","10:Tomogra","10:Tomogra"
"1282","8:Receptor","8:Receptor"
"1283","6:Pregnanc","6:Pregnanc"
"1284","8:Receptor","7:Prognosi"
"1285","10:Tomogra","10:Tomogra"
"1286","4:In-Vitro","4:In-Vitro"
"1287","10:Tomogra","10:Tomogra"
"1288","2:Carcinom","2:Carcinom"
"1289","1:Antibodi","9:Risk-Fac"
"1290","5:Molecula","5:Molecula"
"1291","1:Antibodi","1:Antibodi"
"1292","1:Antibodi","1:Antibodi"
"1293","4:In-Vitro","5:Molecula"
"1294","10:Tomogra","10:Tomogra"
"1295","8:Receptor","8:Receptor"
"1296","1:Antibodi","1:Antibodi"
"1297","5:Molecula","3:DNA"
"1298","9:Risk-Fac","9:Risk-Fac"
"1299","9:Risk-Fac","9:Risk-Fac"
"1300","4:In-Vitro","5:Molecula"
"1301","1:Antibodi","1:Antibodi"
"1302","6:Pregnanc","8:Receptor"
"1303","3:DNA","5:Molecula"
"1304","10:Tomogra","10:Tomogra"
"1305","6:Pregnanc","6:Pregnanc"
"1306","3:DNA","3:DNA"
"1307","3:DNA","3:DNA"
"1308","10:Tomogra","10:Tomogra"
"1309","8:Receptor","8:Receptor"
"1310","3:DNA","4:In-Vitro"
"1311","9:Risk-Fac","9:Risk-Fac"
"1312","7:Prognosi","1:Antibodi"
"1313","10:Tomogra","9:Risk-Fac"
"1314","1:Antibodi","1:Antibodi"
"1315","9:Risk-Fac","9:Risk-Fac"
"1316","9:Risk-Fac","3:DNA"
"1317","1:Antibodi","1:Antibodi"
"1318","7:Prognosi","7:Prognosi"
"1319","3:DNA","7:Prognosi"
"1320","1:Antibodi","3:DNA"
"1321","4:In-Vitro","4:In-Vitro"
"1322","2:Carcinom","1:Antibodi"
"1323","4:In-Vitro","5:Molecula"
"1324","3:DNA","3:DNA"
"1325","4:In-Vitro","8:Receptor"
"1326","9:Risk-Fac","7:Prognosi"
"1327","9:Risk-Fac","9:Risk-Fac"
"1328","7:Prognosi","7:Prognosi"
"1329","8:Receptor","8:Receptor"
"1330","8:Receptor","1:Antibodi"
"1331","6:Pregnanc","1:Antibodi"
"1332","2:Carcinom","2:Carcinom"
"1333","7:Prognosi","7:Prognosi"
"1334","3:DNA","3:DNA"
"1335","9:Risk-Fac","1:Antibodi"
"1336","6:Pregnanc","6:Pregnanc"
"1337","6:Pregnanc","6:Pregnanc"
"1338","9:Risk-Fac","9:Risk-Fac"
"1339","10:Tomogra","10:Tomogra"
"1340","1:Antibodi","5:Molecula"
"1341","5:Molecula","5:Molecula"
"1342","7:Prognosi","7:Prognosi"
"1343","5:Molecula","5:Molecula"
"1344","9:Risk-Fac","1:Antibodi"
"1345","1:Antibodi","3:DNA"
"1346","2:Carcinom","2:Carcinom"
"1347","2:Carcinom","2:Carcinom"
"1348","9:Risk-Fac","9:Risk-Fac"
"1349","2:Carcinom","2:Carcinom"
"1350","3:DNA","1:Antibodi"
"1351","9:Risk-Fac","10:Tomogra"
"1352","4:In-Vitro","8:Receptor"
"1353","1:Antibodi","1:Antibodi"
"1354","5:Molecula","3:DNA"
"1355","10:Tomogra","10:Tomogra"
"1356","10:Tomogra","10:Tomogra"
"1357","1:Antibodi","1:Antibodi"
"1358","10:Tomogra","10:Tomogra"
"1359","9:Risk-Fac","9:Risk-Fac"
"1360","2:Carcinom","2:Carcinom"
"1361","5:Molecula","5:Molecula"
"1362","8:Receptor","9:Risk-Fac"
"1363","1:Antibodi","1:Antibodi"
"1364","7:Prognosi","7:Prognosi"
"1365","1:Antibodi","8:Receptor"
"1366","1:Antibodi","8:Receptor"
"1367","1:Antibodi","4:In-Vitro"
